combined_text,Label
"3 5 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party around 13 dollars Back to the Future Part 2 diet coke Friends,Strangers nan",Pizza
"2 At a bare minimum, 3 - dough, cheese, and salsa.

At a maximum, around 4-5 toppings on top of this. Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack $5  Spiderman Coke Friends nan",Pizza
"2 3-20 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack 10-30 Canadian dollars Spider Man Coca-Cola Friends nan",Pizza
"2 6 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack 2.5 Home Alone Coke Parents,Siblings,Friends,Strangers nan",Pizza
"3 5 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party $10 to $20 any kind really, probably something more relaxed for leisure water Parents,Siblings,Friends nan",Pizza
"2 5 Week day lunch,Weekend lunch,At a party 4 Monster House Coke Siblings,Friends A little (mild)",Pizza
"3 5 Week day lunch,At a party $25  Spiderman Pepsi Friends A lot (hot)",Pizza
"3 8 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack $5  Cloudy with a Chance of Meatballs sprite Friends nan",Pizza
"3 5 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack 10 the godfather soda Friends A little (mild)",Pizza
"3 At least three ingredients. Weekend lunch,Weekend dinner,At a party 5 CAD. Spider-man 2. Pepsi. Siblings,Friends nan",Pizza
"3 3 Week day dinner,At a party $16  Harry Potter Coke Friends nan",Pizza
"2 Around 5–10 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack $2 – $5 Home alone because Kevin orders an entire one for himself. Soda (i.e. Coke, Pepsi, etc.) Friends nan",Pizza
"3 Tomato sauce, cheese, ham, pepperoni, pineapple, dough At a party,Late night snack $25 for 12 inch. Italian movie Coke Friends,Teachers nan",Pizza
"3 6+ Week day lunch,Weekend lunch,At a party,Late night snack $10-20 TNMT Coca Cola Friends,Teachers A little (mild)",Pizza
"4 5 Week day lunch,Weekend lunch,At a party 8 Ratatouille Soda Siblings,Friends A moderate amount (medium)",Pizza
"2 3 Week day lunch,Week day dinner,Weekend lunch 5 dollars Ratatouille Water Friends A little (mild)",Pizza
"3 5 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack $8  nan Pepsi Friends nan",Pizza
"2 6 Week day lunch,At a party,Late night snack 5 N.A. (I only watched a few movies so I cannot think of any movie related to Pizza) water Strangers nan",Pizza
"3 I would expect between 3 and 6 ingredients. Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack I would expect to pay $4 for one slice of pizza. Cloudy With a Chance of Meatballs A soda Friends nan",Pizza
"3 5 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack 5 Home Alone Coke Parents,Siblings A little (mild)",Pizza
"2 Flower, Yeast, Water, Olive Oil, Tomato, herbs, cheese, pepperoni.
8 Ingredients Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack 3 dollars Teenage Mutant Ninja Turtles  Iced Tea Friends A moderate amount (medium)",Pizza
"3 5 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack 3 CAD The Godfather Diet coke Siblings,Friends A moderate amount (medium)",Pizza
"2 7 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack $15  Teenage Mutant Ninja Turtles Coke Friends nan",Pizza
"2 8 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack $4  The Mario Movie Orange Crush Soda Parents,Siblings A little (mild)",Pizza
"3 14 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack $10  Spider-man 2 coke Parents,Friends,Teachers,Strangers A little (mild)",Pizza
"3 6-20 ingredients Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack $20  Home Alone Coke Parents,Siblings,Friends,Teachers A moderate amount (medium)",Pizza
"3 6 Weekend dinner,At a party,Late night snack $4  Cloudy with a chance of meatballs Soda Parents,Friends nan",Pizza
"2 I think this food item 7 ingredients. Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack I expect to pay 4 dollar with tax. Cloudy with a chance of meatballs Diet pepsi. Siblings,Friends nan",Pizza
"2 6 Weekend lunch,Weekend dinner,At a party 4$ ratatouille. sprite or juice. Friends,Strangers nan",Pizza
"3 Cheese, Pineapple, bacon, sausage, onions, tomatoes, paparoni Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack 20 The Godfather Coke Siblings,Friends nan",Pizza
"3 Probably like 10 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack 4 bucks Cloudy with a chance of meatballs Soda Siblings,Friends,Teachers A little (mild)",Pizza
"3 3-4 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack 15 Teenage Mutant Ninja Turtles soda Parents,Siblings,Friends nan",Pizza
"2 4 ingredients Week day lunch,Week day dinner,Weekend dinner,At a party (As in one slice) $3

(As in one small pizza) $10 Home Alone Coke Zero Parents,Siblings,Friends,Teachers,Strangers A moderate amount (medium)",Pizza
"4 4 Week day lunch,At a party,Late night snack 4.4 The Hangover coke Parents A little (mild)",Pizza
"2 8-4 Weekend dinner,At a party,Late night snack 15 The Dark Knight Nestea Friends A little (mild)",Pizza
"3 3 ingredients,  

* Pizza dough

* Tomato sauce

* Mozzarella cheese Week day lunch,At a party 5 dollar. Teenage Mutant Ninja Turtles Coke. Friends A little (mild)",Pizza
"3 3-6 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party 5 dollars Ratatouille  Water Parents,Siblings,Friends nan",Pizza
"3 8 Week day lunch,Weekend dinner,At a party $5  American Pie Cola Friends,Teachers nan",Pizza
"3 #NAME? Week day lunch,Week day dinner,Weekend dinner,At a party $5/serving Mean Girls Sprindrift Friends nan",Pizza
3 5 At a party $2  Friday Diet coke Friends A little (mild),Pizza
"2 For a classic cheese style it would be 3-4 ingredients. For typical styles around 7-8. Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack One medium serving, it would be expected to pay around $20. Home Alone is the first movie that comes to minds. Im referring to the scene were the whole family order 10+ boxes of pizza and their trying to see who is going to pay. Probably a fizzy drink, ideally coca-cola.  Parents,Siblings,Friends A little (mild)",Pizza
"2 I would expect this food item to contain 5 ingredients. Week day lunch,Weekend lunch,At a party I would expect to pay $10 for one serving of this food item. I think of spiderman when thinking of this food item. I would pair with this food item with iced tea. Friends,Teachers nan",Pizza
"4 5 At a party,Late night snack 20 Toy Story Water Friends nan",Pizza
"4 5 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack $15  Ninja Turtles Coke Siblings,Friends,Strangers A moderate amount (medium)",Pizza
"3 7  Week day lunch,Weekend lunch,At a party,Late night snack $2.50 CAD Garfield Pepsi Parents,Friends A moderate amount (medium)",Pizza
"3 10  Week day lunch,Weekend lunch,At a party $3  Pirates of the Caribbean  pepsi Strangers A lot (hot)",Pizza
"3 6 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack 9 This is the end Sprite Parents,Siblings,Friends,Teachers A moderate amount (medium)",Pizza
"2 6 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack $25  Karate Kid Water Friends A little (mild)",Pizza
"3 4-8 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack $10  Goodfellas coke Friends,Teachers A little (mild)",Pizza
"3 Four ingredients: Dough, sauce (usually [tomato sauce] (https://en.wikipedia.org/wiki/Tomato_sauce)), cheese (typically [mozzarella] (https://en.wikipedia.org/wiki/Mozzarella))  Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack 12 dollars for a 4people pizza Ratatouille Any soft drink Siblings,Friends,Teachers A little (mild)",Pizza
"2 If we include making the dough, 10 ingredients are needed. If not, 5 (depending on the number of toppings). Weekend dinner,At a party For a box, approximate $12-$17, depending on the size ordered. Teenage Mutant Ninja Turtles A soda Siblings,Friends A little (mild)",Pizza
"3 5 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party 5 Cloudy with a Chance of Meatballs Coke Siblings,Friends,Strangers nan",Pizza
"2 >=3 More than three. dough, sauce, cheese, some meat or vegetable, or pineapple. Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack 12 to 20 dollars. Ready Player One. There is pac-man inside and pizza looks like one. coca cola.  Strangers nan",Pizza
"2 4 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack 4 Teenage Mutant Ninja Turtles  Coke Siblings,Friends nan",Pizza
"2 3 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack 8 Spider Man Soda Parents,Friends,Teachers nan",Pizza
"4 the basic would be about 8  Weekend dinner,At a party 3   ninja turtle  coke  Friends nan",Pizza
4 8 Weekend dinner 15 The Gentlemen  Martini Cocktail  Friends nan,Pizza
"1 I would expect 5 ingredients if we make our dough from scratch. Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack I would expect to pay 3.95$ for a slice. Teenage mutant ninja turtle Coca-cola Friends A little (mild)",Pizza
"3 Flour, water, eggs (idt there is yeast), salt, tomatoes, cheese, + n many additional ingedients.

Atleast 6.

  Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack $5-$10 Rattatouie, even though there isnt pizza. Water Strangers A little (mild)",Pizza
"3 4 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party $4  The Godfather Pepsi Friends,Teachers nan",Pizza
"3 I would expect this food item to contain about 3 to 7 ingredients Week day lunch,Week day dinner,At a party,Late night snack $5  Pulp Fiction Gingerale (Canada Dry) Parents,Friends A little (mild)",Pizza
"3 4 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack $5.00  Teenage Mutant Ninja Turtles Pop/Soda Siblings,Friends nan",Pizza
"2 10 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party $5 for a slice of pizza  Spiderman Coke Siblings,Friends A moderate amount (medium)",Pizza
"3 5 Week day dinner,Weekend dinner,At a party,Late night snack $3  cloudy with a chance of meatballs Sprite Friends,Teachers nan",Pizza
"2 5-10 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party 20 no movie ice tea Friends nan",Pizza
"3 5 Week day lunch,Week day dinner,Weekend lunch,Late night snack $3 or $3.50 I think of the show Gilmore Girls. They're always eating pizza.  Soda, personally Sprite.  Siblings,Friends nan",Pizza
"2 5-10, including the dough, sauce, cheese and toppings Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party 5 for each piece spiderman coca-cola Friends nan",Pizza
"3 8 Week day dinner,Weekend dinner,At a party,Late night snack 5 dollars Ninja turtles Coca cola Friends A moderate amount (medium)",Pizza
"2 three; cheese, tomato sauce, dough Week day dinner,Weekend lunch,At a party $4  Happy Gilmore Water Parents,Siblings,Friends A little (mild)",Pizza
"3 5 Week day lunch,At a party,Late night snack 3 dollars Ratatoullie Coke Siblings,Friends nan",Pizza
"2 5 Weekend lunch,At a party 6 Inception sprite Friends A little (mild)",Pizza
"3 At least 3 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack 2 dollars Spiderman 2 Water Parents,Siblings,Friends A little (mild)",Pizza
"3 6 At a party,Late night snack 4 back in action Diet Coke Siblings,Friends,Teachers A moderate amount (medium)",Pizza
"2 4 Week day lunch,Weekend lunch,At a party 3.50 CAD Teenage Mutant Ninja Turtles Coke Friends A moderate amount (medium)",Pizza
"2 4 Weekend lunch,Weekend dinner,At a party 3 dollars masterchef soda Friends nan",Pizza
"3 5 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party $5  Spiderman 2 Fanta Parents nan",Pizza
"2 4 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack $11  Home alone Coke Friends I will have some of this food item with my hot sauce",Pizza
"3 9 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party $5  Spider-Man 2 Sprite Siblings,Friends nan",Pizza
"3 7 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack $3  Italian movie soft drink Strangers A little (mild)",Pizza
"3 10 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack $10  Die Hard Soda Parents,Siblings A little (mild)",Pizza
"3 5 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack 5 The Social Network Red Wine or Coca Cola Friends,Strangers A little (mild)",Pizza
"2 8 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack $5  Neverending Story Soda Parents,Siblings,Friends A moderate amount (medium)",Pizza
"3 10 ingredients Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack $8  Maze Runner Mountain Dew Friends nan",Pizza
"3 around 15 ingredients Week day lunch,Weekend dinner,At a party around $5 Home Alone soft drinks Siblings,Friends,Teachers A lot (hot)",Pizza
"2 mandatory ingredients: 6 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party 5 dollars Diary of a Wimpy Kid: Rodrick Rules Sprite Parents,Siblings,Friends A lot (hot)",Pizza
"5 4 Week day lunch,Weekend lunch,Weekend dinner,At a party,Late night snack 20 Spider Man 2 Coca Cola Parents,Siblings,Friends nan",Pizza
"3 6 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack 8$ Transformer coke Siblings,Friends nan",Pizza
"2 5 to 6 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack 2 to 3 dollars Teenage Mutant Ninja Turtles  Coke Siblings,Friends A lot (hot)",Pizza
"2 4 Week day lunch,Weekend lunch,At a party,Late night snack $5  Spider-Man 2 Coca-Cola Friends,Teachers nan",Pizza
"4 Around 9 to 10 ingredients, such as wheat flour, oil, water, sugar, salt, yeast, tomato sauce, cheese, and some meats. Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party Around $5. When thinking of pizza, it would reminder me of Italy, and the first movie that came to mind was Malena. Coke. Siblings,Friends,Teachers,Strangers nan",Pizza
"3 7 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party $3  Spiderman Soda Parents,Siblings,Friends nan",Pizza
"4 At least 3 with the dough cheese and sauce, afterwards is user preference for anywhere between 3-8 toppings being standard Week day lunch,Week day dinner,Weekend dinner,At a party about 2 dollars for a slice but for a full pizza depending on the size between 12-24 dollars Anchorman Coke a cola Friends nan",Pizza
"3 4 Week day lunch,Weekend lunch,At a party,Late night snack $5  Friends Soda Friends A moderate amount (medium)",Pizza
"2 flour, pepperoni, bacon, cheese, chicken, some sauce
6 ingredients Week day lunch,Weekend dinner,At a party,Late night snack For a whole pizza with 16 inches, $30 Zootopia Coke Friends A moderate amount (medium)",Pizza
"4 around 5 to 10 ingredients. Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party 4 dollars Home Alone Sprite Friends nan",Pizza
"3 Well I guess if we're counting the ingredients for the dough, probably at least 6 - 7 for a cheese pizza, more for anything more complex.

 

If not counting ingredients for dough, then a cheese pizza has 3: dough, sauce, and cheese Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party  5$ for a slice of generic cheaper pizza, 15-20 for a whole pizza chain pizza size medium and 15-30 for a whole smaller more gourmet pizza. I don't watch movies. Ice tea???? Or fountain drinks in general. I like Dr. Pepper Friends A lot (hot)",Pizza
"3 Around 4-5: Dough, sauce, cheese, toppings.

(However, it depends on how you classify ingredients; for instance, you could divide sauce into tomatoes, salt, olive oil, etc). Weekend lunch,Weekend dinner,At a party 4-6 dollars To be honest I can't really think of any movie

But if I have to answer I would say Minions: Rise of Gru Soda Friends,Teachers nan",Pizza
"3 About 6 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack $6 + tax for 2 slices, so 6 Ratatouille, because the rat is Italian and Italians like pizza Water, because water is good for you Parents,Siblings,Friends,Teachers,Strangers I will have some of this food item with my hot sauce",Pizza
"3 3 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party 15 nan Soft drink Friends nan",Pizza
"3 About 4 such as milk, flour to make the dough, tomato sauce, and cheese to make a foundational cheese pizza Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party Around $2-3 give or take Terminator Pop, soda, alcohol, or water Friends A little (mild)",Pizza
"3 I expected to have 6 ingredients.

 

flour

tomato sauce

cheese

oil

yeast

Basil

  Week day lunch,Weekend lunch,At a party,Late night snack I will expect to pay 6 dollars for one serving of this food item.

  I think about about the movie Home Alone. I will pair this food item with sparkling water. Friends nan",Pizza
4 5 - 6 ingredients.  Weekend lunch nan Men in Black Diet coke Teachers A little (mild),Pizza
"4 7 Week day dinner,Weekend lunch,Weekend dinner,At a party 15 Teenage Mutant Ninja Turtles Water Parents,Strangers nan",Pizza
"4 13 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party $4  Cloudy with a Chance of Meatballs Coke Siblings,Friends nan",Pizza
"4 The number of ingredients vary depending on what ""version"" of the food item you're making, but generally it has at least 3 Week day lunch,Weekend lunch,At a party $5-$10 Teenage Mutant Ninja Turtles Soda Siblings,Friends nan",Pizza
"3 More than 4 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner 20 Green Book Orange juice Parents nan",Pizza
"3 4 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack 24 The DaVinci Code Ginger Ale Siblings,Friends A little (mild)",Pizza
"4 flour, oil, cheese, tomato sauce, pepperoni, so 5 ingredients. Weekend lunch,At a party,Late night snack 5 dollars action movie like mission impossible coke Friends A little (mild)",Pizza
"2 3 Week day lunch,Week day dinner,Weekend dinner,At a party $4  Spider-man Soda Parents,Friends,Teachers A little (mild)",Pizza
"5 dough

pizza red sauce

onions

garlic

pepperoni

bacon

hot peppers

green peppers

mushrooms

ham

pineapple

double mozzarella cheese Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack if one serving means 1 slice = price approx for slice = $4 I think of the Ninja Turtle movies when thinking of pizza i like Coke Cola the best with this pizza Parents,Siblings,Friends,Teachers A moderate amount (medium)",Pizza
"3 7 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack 4 Crazy, Stupid, Love Coke Friends,Strangers A little (mild)",Pizza
"2 I would expect this food to contain multiple ingredients, but only a minimum of three elements. That means that it would take multiple ingredients to make a single element, i.e flour, salt, olive oil, yeast and other ingredients to make dough, where the dough is one element that is comprised of several ingredients. In terms of numbers, I would expect about 7-15 ingredients to make this food item. Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack I would expect to pay between $2-5 CAD for one serving of this food item. I think of the movie Little Italy. The entire plot revolves around two individuals who are competing in a restaurant business where their primary product is this food item. I would pair this food item with a soda of choice. For me, that would be Diet Coke. I am also a fan of pairing this food item with apple juice. Parents,Siblings,Friends,Teachers A moderate amount (medium)",Pizza
"3 6 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack 3 Teenage Mutant Ninja Turtles Soda

Pop

Coke Parents,Siblings,Friends,Teachers,Strangers A little (mild)",Pizza
"2 4 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack Around $3-4 per slice. For a full pizza, around $1-2 dollar per inch. The Hunger Games Water Friends nan",Pizza
"3 At least 5:

* Flour, yeast, salt, tomato sauce, cheese Week day lunch,Weekend lunch,Weekend dinner,At a party 15$ for 1 whole pizza (8 slices) Cloudy with a Chance of Meatballs Sprite Friends,Strangers nan",Pizza
"4 At least 4-5 ingredients Week day dinner,Weekend lunch,Weekend dinner,At a party For a whole pizza around 11 dollars, and for one slice I expect around 1.5 dollars Ratatouille Coke/Diet Pepsi, although I would literally have to eat healthy for the next straight 2 weeks. Parents,Siblings,Friends,Teachers A lot (hot)",Pizza
"3 5 Week day lunch,Weekend lunch,At a party $4  Luca Water Friends nan",Pizza
"2 Around 6-8 depending on the number of toppings. Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack $5  Any movie set in New York Soda Teachers,Strangers A little (mild)",Pizza
"3 8 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party one slice for 3.45$ Home Alone Milkshake Friends A little (mild)",Pizza
"4 4 for the dough, 3 for the toppings, total 7 Week day lunch,Weekend dinner,At a party,Late night snack $4  Home Alone Pepsi Friends,Strangers nan",Pizza
"4 10-15 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack $6  Home Alone Soft drink (coke/pepsi) Friends A moderate amount (medium)",Pizza
"4 7 Week day lunch,Week day dinner,Weekend dinner,At a party,Late night snack $3  Grown ups Coke Siblings,Friends A little (mild)",Pizza
"2 10 ingredients

flour, yeast, water, oil, herbs and spices, pizza sauce, cheese, any 3 toppings Weekend dinner,At a party $5  Spider-Man 2 Coke Parents,Siblings,Friends nan",Pizza
"3 at least 5 ingredients for a normal standard pizza At a party,Late night snack similar to what Costco pizza price is and as big of that portion. around 2.7 cad for 1.5 piece (pretty big) im thinking of cartoons and mostly western based cartoon. Though, I can't think of anything specific. But mostly western cartoon movies. soda for sure, personally Diet Coke. Friends A little (mild)",Pizza
"3 8 ingredients Weekend lunch,Weekend dinner,At a party 4.25 dollars Home Alone Coke Parents,Siblings,Friends A little (mild)",Pizza
"1 8 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack 12$ Toy Story Kraken Spiced Rum Friends,Strangers A lot (hot)",Pizza
"2 I would expect this food to contain 4-6 ingredients. Week day lunch,Weekend lunch,At a party,Late night snack I would expect to pay 5$ for one serving. I think of Italian mobster movies, like the Godfather. Iced tea, or soda. Parents,Friends nan",Pizza
"3 10 Week day lunch,At a party,Late night snack 3.5 Home Alone diet coke Friends A moderate amount (medium)",Pizza
"3 8 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack $3  Teenage mutant ninja turtles Diet Pepsi Parents,Siblings,Friends A little (mild)",Pizza
"2 5 Week day lunch,Weekend dinner,At a party,Late night snack $5  Transformers Coke Friends nan",Pizza
"2 3-4 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack $6  Spiderman (with Tobey Maguire) Pop Friends nan",Pizza
"2 5-6 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack 5 dollars spiderman 2 coke Parents,Siblings,Friends A lot (hot)",Pizza
"3 7-10 Week day lunch,Weekend lunch,Weekend dinner,At a party,Late night snack $5  Home Alone 2: Lost in New York Pepsi Friends A moderate amount (medium)",Pizza
"3 5 Ingredients Week day dinner,Weekend lunch,At a party,Late night snack $5 per serving Spider-Man Ginger Ale Friends,Teachers A little (mild)",Pizza
"3 Flour
Egg
Milk
Tomato Sauce
Yeest Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack 5 dollars. Goodfellas. (There is a restaurant that sells pizza and is goodfellas themed) Water Parents,Siblings,Friends,Teachers nan",Pizza
"3 9 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack 5 Toy Story Ginger Ale Parents,Teachers,Strangers A little (mild)",Pizza
"4 Pepperoni, cheese, dough Weekend dinner,At a party $10  No movie Water or juice or Ramune soda Friends nan",Pizza
"2 4 Week day dinner,Weekend dinner,At a party,Late night snack $8  Wayne's World Diet Coke Friends nan",Pizza
"5 7 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack 15 Teenage Mutant Ninja Turtles Coca Cola Friends,Strangers A little (mild)",Pizza
"5 8 Week day lunch,Weekend lunch $3.00  Avengers: end game Coke Friends A lot (hot)",Pizza
"5 Typical food items usually include around 8-14 ingredients. For example, even the simplest French dish like a creamy vegetable stew requires six main ingredients: potatoes, broccoli, carrots, butter, salt, and parsley. Similarly, a typical Chinese stir-fry often involves a variety of components, including a primary ingredient (like chicken or tofu), supporting vegetables (such as bell peppers or onions), seasonings (like soy sauce, oyster sauce, sugar, and salt), and additional aromatics (such as garlic, ginger, or scallions). Whether it's Western or Asian cuisine, the number of ingredients often depends on the complexity of the dish and the layering of flavors. Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack it depends on. For instance, if the dish is quiet complex, I may would like to pay more for it. But In average, I would expect to pay around 20 dollar. It sounds like you're referring to the movie Ratatouille! It’s a Pixar animated film about a rat named Remy who dreams of becoming a great chef despite being a rodent in a profession dominated by humans. The story is set in Paris, and it beautifully blends themes of passion, creativity, and perseverance in the culinary world. Let me know if this is the one you're thinking of! I would like to take fruit team when I have a meal ! Friends nan",Pizza
"1 5-6 ingredients Weekend dinner,At a party 15-20 spaghetti with a chance of meatballs coke zero Friends,Strangers nan",Pizza
"4 6 ingredients At a party 5 per slice

but 20 for a whole pizza No movie DIp or Pop Friends nan",Pizza
3 5 Week day lunch 10 dollars man in black coke Friends A moderate amount (medium),Pizza
"3 6 Week day lunch,Weekend lunch,At a party 8 Ratatouille diet coke Friends nan",Pizza
"3 3-4 Week day dinner,Weekend dinner 3-4 dollars sci-fic type pop drinks Friends A little (mild)",Pizza
"2 5 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack $3  Teenage Mutant Ninja Turtles Soda Parents nan",Pizza
"3 5 to 7 Weekend dinner,At a party,Late night snack $5  Toy Story  Coke Friends,Teachers A little (mild)",Pizza
"3 At least 3 or more depending on the toppings. The bare minimum would be: dough or flatbread, tomato paste, cheese. Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party Between $2 to $4 for one slice. Home Alone Coca-Cola or water Parents,Siblings,Friends,Teachers,Strangers A little (mild)",Pizza
"4 4 Base Ingredients: Flour, Water, Tomatoes, Cheese Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack Around 3$ is a fair price Breaking Bad Coca Cola Parents,Siblings,Friends,Teachers A moderate amount (medium)",Pizza
"3 8 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party $2.50  Teenage Mutant Ninja Turtles Soda Friends,Teachers A little (mild)",Pizza
"3 6 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack 5 Teenage mutant ninja turtles coke Parents,Siblings,Friends A moderate amount (medium)",Pizza
"2 It really varies depending on the type of pizza and toppings that are chosen, e.g. a simple cheese pizza is usually made up of 3 ingredients (dough, sauce, cheese), whereas a deluxe pizza could have something like 10 ingredients.

Note: this is assuming we are not making anything from scratch, i.e. the pizza dough counts as one ingredient, the sauce counts as one ingredient, and so on. Week day lunch,Weekend lunch,At a party About $4. Teenage Mutant Ninja Turtles. A soda or iced tea - I personally like to choose iced tea over soda. Parents,Siblings nan",Pizza
"2 4 Week day dinner,Weekend dinner,At a party,Late night snack $6  Do The Right Thing Coca-Cola Parents,Siblings nan",Pizza
"3 4 Week day dinner,Weekend lunch,Weekend dinner,At a party $3.00  Deadpool Pepsi Strangers nan",Pizza
"3 Three: Bread, tomato sauce, and cheese. Week day lunch,Weekend lunch,At a party,Late night snack $10  Ratatouille Coke Parents,Siblings,Friends,Teachers,Strangers A lot (hot)",Pizza
"3 i expect it to contain about 3-4 ingredients. I mean 3 of them need to be present for it to be what it is but I like it topped up. Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack ideally like a 1$ but I expect to pay around 3-7$. USD I actually think of the series breaking bad and that famous scene where walter flips out. Cola, but ill probably drink water. Parents,Siblings,Friends,Teachers,Strangers A little (mild)",Pizza
